protein_A_id	protein_B_id	type	context	references
uniprotkb:P00519	uniprotkb:P26232	physical association	reactome:R-HSA-449191	19564926|10601328
uniprotkb:P16442	ChEBI:29035	physical association	reactome:R-HSA-9034067	24243840
uniprotkb:P16442	ChEBI:29035	physical association	reactome:R-HSA-9034077	24243840
uniprotkb:Q13085	ChEBI:29035	physical association	reactome:R-HSA-2993826	24243840
uniprotkb:O00763	ChEBI:29035	physical association	reactome:R-HSA-2993859	24243840
uniprotkb:Q9UKU7	ChEBI:57692	physical association	reactome:R-HSA-70856	14752098
uniprotkb:P45954	ChEBI:57692	physical association	reactome:R-HSA-70797	24243840
uniprotkb:Q14789	uniprotkb:Q9H3P7	physical association	reactome:R-HSA-8874975	11590181
uniprotkb:Q5T8D3	ChEBI:33184	physical association	reactome:R-HSA-8866017	24905344|24535825
uniprotkb:Q9BR61	ChEBI:33184	physical association	reactome:R-HSA-8848271	26290611|18268358
ChEBI:29105	uniprotkb:P12821	physical association	reactome:R-HSA-9856092	24243840
ChEBI:29105	uniprotkb:P12821	physical association	reactome:R-HSA-9856095	24243840
ChEBI:29105	uniprotkb:Q9BYF1	physical association	reactome:R-HSA-9856094	24243840
ChEBI:29105	uniprotkb:Q9BYF1	physical association	reactome:R-HSA-9856101	24243840
ChEBI:29108	uniprotkb:Q9NUN7	physical association	reactome:R-HSA-9843868	24243840
uniprotkb:P21399	reactome:R-HSA-5690896	physical association	reactome:R-HSA-5690882	1946430|7983023|23615448|8041788
reactome:R-ALL-5690881	uniprotkb:P21399	physical association	reactome:R-HSA-5690885	16407072|1946430|8041788
uniprotkb:Q99798	ChEBI:64606	physical association	reactome:R-HSA-9854373	1315737|11848830|17349934
ChEBI:33722	uniprotkb:Q99798	physical association	reactome:R-HSA-9854344	15247478|36738801|9989622
uniprotkb:Q15067	ChEBI:57692	physical association	reactome:R-HSA-390232	24243840
uniprotkb:Q15067	ChEBI:57692	physical association	reactome:R-HSA-390237	24243840
uniprotkb:Q99424	ChEBI:57692	physical association	reactome:R-HSA-192320	24243840
uniprotkb:O15254	ChEBI:57692	physical association	reactome:R-HSA-389905	24243840
uniprotkb:Q9NUZ1	ChEBI:57692	physical association	reactome:R-HSA-8848530	24243840
ChEBI:18420	uniprotkb:P33121	physical association	reactome:R-HSA-2046075	24243840
uniprotkb:Q9BTE1	uniprotkb:Q9NZ32	physical association	reactome:R-HSA-8982321	24243840
uniprotkb:P61160	ChEBI:30616	physical association	reactome:R-HSA-201855	24243840
uniprotkb:P61158	ChEBI:30616	physical association	reactome:R-HSA-201854	24243840
uniprotkb:P27037	uniprotkb:P36896	physical association	reactome:R-HSA-1181132	11909953
uniprotkb:Q8NER5	uniprotkb:P13385	physical association	reactome:R-HSA-1181141	15531507
uniprotkb:P37023	uniprotkb:Q9UK05	physical association	reactome:R-HSA-8858621	17311849|17068149
ChEBI:29105	uniprotkb:Q03154	physical association	reactome:R-HSA-5433068	24243840
ChEBI:29105	uniprotkb:Q96HD9	physical association	reactome:R-HSA-5433069	24243840
ChEBI:29105	uniprotkb:Q6DHV7	physical association	reactome:R-HSA-2161178	21755941
uniprotkb:O14672	ChEBI:29105	physical association	reactome:R-HSA-1852620	24243840
uniprotkb:O14672	ChEBI:29105	physical association	reactome:R-HSA-9010108	24243840
ChEBI:29105	uniprotkb:O14672	physical association	reactome:R-HSA-157186	24243840
uniprotkb:O95858	ChEBI:29105	physical association	reactome:R-HSA-9010068	26668317|26686862
uniprotkb:O14672	uniprotkb:O95858	physical association	reactome:R-HSA-9010036	26668317|26686862
uniprotkb:P78536	ChEBI:29105	physical association	reactome:R-HSA-1251963	24243840
uniprotkb:P78536	ChEBI:29105	physical association	reactome:R-HSA-9662765	9520379
ChEBI:29105	uniprotkb:P78536	physical association	reactome:R-HSA-9662793	22246777|29045841|22246778
uniprotkb:O95970	uniprotkb:Q8WXS5	physical association	reactome:R-HSA-5682809	16990550
uniprotkb:P78352	uniprotkb:Q9Y698	physical association	reactome:R-HSA-5682831	24243840
ChEBI:29105	uniprotkb:O43184	physical association	reactome:R-HSA-179842	24243840
uniprotkb:P55265	uniprotkb:P19525	physical association	reactome:R-HSA-9835934	29395325|26817845|7565688|28167698|17079286|24753571|19733181|19710021
uniprotkb:Q96EY9	uniprotkb:Q7Z6V5	physical association	reactome:R-HSA-6782302	24243840
uniprotkb:P0DP23	uniprotkb:P40145	physical association	reactome:R-HSA-9617533	24243840
ChEBI:37565	uniprotkb:O60266	physical association	reactome:R-HSA-9712211	24243840
ChEBI:18420	uniprotkb:O60266	physical association	reactome:R-HSA-9713696	24243840
uniprotkb:P18509	uniprotkb:Q16620	physical association	reactome:R-HSA-9613001	24243840
uniprotkb:P41586	uniprotkb:P04629	physical association	reactome:R-HSA-9612944	24243840
uniprotkb:P41586	uniprotkb:P18509	physical association	reactome:R-HSA-420103	7902709|1739432
uniprotkb:P35611	uniprotkb:P35612	physical association	reactome:R-HSA-420433	24243840
uniprotkb:P35612	uniprotkb:Q08495	physical association	reactome:R-HSA-5226996	7615546|18347014|1840603|12951058
uniprotkb:P35611	uniprotkb:Q9UEY8	physical association	reactome:R-HSA-5227016	24243840
uniprotkb:Q9UEY8	uniprotkb:Q08495	physical association	reactome:R-HSA-5226961	7615546|18347014|1840603|12951058
ChEBI:29105	uniprotkb:P07327	physical association	reactome:R-HSA-71693	6395883|9982
ChEBI:29105	uniprotkb:P00325	physical association	reactome:R-HSA-71698	6395883|9982
ChEBI:29105	uniprotkb:P00326	physical association	reactome:R-HSA-71705	6395883|9982
ChEBI:29105	uniprotkb:P08319	physical association	reactome:R-HSA-71714	270680|427099
ChEBI:29105	uniprotkb:P11766	physical association	reactome:R-HSA-5692218	24243840
uniprotkb:P11766	ChEBI:29105	physical association	reactome:R-HSA-5692229	24243840
ChEBI:29105	uniprotkb:P40394	physical association	reactome:R-HSA-71754	8074657|1985938
uniprotkb:Q15848	uniprotkb:Q96A54	physical association	reactome:R-HSA-8848653	12878598|12802337|26578976
uniprotkb:Q86V24	uniprotkb:Q96A54	physical association	reactome:R-HSA-8849007	24243840
uniprotkb:P55263	ChEBI:18420	physical association	reactome:R-HSA-76542	9843365
uniprotkb:Q96SZ5	ChEBI:29033	physical association	reactome:R-HSA-6814156	24243840
ChEBI:16335	uniprotkb:P30542	physical association	reactome:R-HSA-418897	10029519|1530647|8234299
uniprotkb:P29274	ChEBI:16335	physical association	reactome:R-HSA-418926	10496952|8527267|1325798|8522976
ChEBI:16335	uniprotkb:P29275	physical association	reactome:R-HSA-9660818	10496952|8527267|1325798|8522976
uniprotkb:P63092	uniprotkb:P29275	physical association	reactome:R-HSA-9660820	9651336|12106601|3127824|12860470|2553705
uniprotkb:P08590	uniprotkb:P05976	physical association	reactome:R-HSA-390582	24243840
uniprotkb:P35749	ChEBI:456216	physical association	reactome:R-HSA-445800	24243840
uniprotkb:Q14324	ChEBI:456216	physical association	reactome:R-HSA-390591	10747208
uniprotkb:P59768	uniprotkb:Q9H244	physical association	reactome:R-HSA-392194	11196645|8554519
uniprotkb:P59768	uniprotkb:Q9H244	physical association	reactome:R-HSA-392184	11196645
ChEBI:456216	uniprotkb:P50148	physical association	reactome:R-HSA-418575	14742685
uniprotkb:P47900	uniprotkb:P29992	physical association	reactome:R-HSA-418578	8733591
uniprotkb:P47900	uniprotkb:P62874	physical association	reactome:R-NUL-428714	14742685
ChEBI:18420	uniprotkb:Q9BRR6	physical association	reactome:R-HSA-5696043	23168256
uniprotkb:Q3LIE5	ChEBI:29035	physical association	reactome:R-HSA-5696039	24243840
ChEBI:72587	uniprotkb:P25100	physical association	reactome:R-HSA-390633	8396931|7746284|1328250
ChEBI:72587	uniprotkb:P08913	physical association	reactome:R-HSA-390700	8396931|2823383|2172775
ChEBI:71406	uniprotkb:P18825	physical association	reactome:R-HSA-400090	7641683|8997178|8277227|14514350|8778232|9760042|17900700|10948191|18162464
ChEBI:72587	uniprotkb:P59768	physical association	reactome:R-HSA-751030	11313909
ChEBI:72587	uniprotkb:P08588	physical association	reactome:R-HSA-390643	2570461|12106601|2825170|3025863
ChEBI:72587	uniprotkb:P07550	physical association	reactome:R-HSA-8852028	2570461|12106601|2825170|3025863
ChEBI:71406	uniprotkb:P35626	physical association	reactome:R-HSA-8982633	8514797|2871555|16687412|8672451
ChEBI:72587	uniprotkb:P13945	physical association	reactome:R-HSA-9611853	2570461|12106601|2825170|3025863
uniprotkb:Q16186	uniprotkb:Q9Y5K5	physical association	reactome:R-HSA-5665845	17139257
uniprotkb:Q16186	uniprotkb:P54578	physical association	reactome:R-HSA-5689592	11566882
uniprotkb:Q9UQ90	uniprotkb:Q9H4I9	physical association	reactome:R-HSA-9839141	27642048|14623864|31327635|17101804|19841671|28396416
uniprotkb:Q9Y4W6	ChEBI:29105	physical association	reactome:R-HSA-8949663	24243840
uniprotkb:Q9Y4W6	ChEBI:29105	physical association	reactome:R-HSA-9838620	17101804|10395799|17101804|10395799|17101804|10395799|17101804|10395799|17101804|10395799|17101804|10395799|17101804|10395799|17101804|10395799|17101804|10395799|17101804|10395799|17101804|10395799|31327635|31327635|17101804|17101804|29932645|29932645|26504172|26504172|30544562|30544562|14623864|14623864|31327635|31327635|17101804|17101804|29932645|29932645|24422629|24422629|30544562|30544562
uniprotkb:Q9UQ90	ChEBI:29105	physical association	reactome:R-HSA-9838612	14623864|17101804|14623864|17101804|14623864|17101804|14623864|17101804|14623864|17101804|14623864|17101804|27642048|27642048|14623864|14623864|31327635|31327635|17101804|17101804|19841671|19841671|28396416|28396416
uniprotkb:P00395	uniprotkb:Q9Y4W6	physical association	reactome:R-HSA-9838615	17101804|24422629|17101804|24422629|17101804|24422629|17101804|24422629|17101804|24422629|14623864|14623864|31327635|31327635|29932645|29932645|26504172|26504172|30544562|30544562
uniprotkb:P49675	ChEBI:29105	physical association	reactome:R-HSA-9839083	31327635|17101804|29932645|30544562|24422629
ChEBI:60125	uniprotkb:P14314	physical association	reactome:R-HSA-879489	8529130|1651976
uniprotkb:P28482	uniprotkb:Q15109	physical association	reactome:R-HSA-879427	12935895
uniprotkb:P21708	uniprotkb:Q15109	physical association	reactome:R-NUL-997399	12935895
uniprotkb:P51809	uniprotkb:P52594	physical association	reactome:R-HSA-8869203	18819912
uniprotkb:P51809	uniprotkb:P52594	physical association	reactome:R-HSA-8863716	18819912|18819912|18819912|18819912|18819912|18819912|18819912|22484487|9303539|10613896|18775314|16903783
ChEBI:18420	uniprotkb:Q53H12	physical association	reactome:R-HSA-5696053	24243840
uniprotkb:Q71DI3	reactome:R-HSA-8963811	physical association	reactome:R-HSA-5578688	24086155|16936726|24086155|16936726|24086155|16936726|24086155|16936726|24086155|16936726|24086155|16936726|24086155|16936726|24086155|16936726|24086155|16936726|24086155|16936726|24086155|16936726|24086155|16936726|24086155|16936726|21427083|21427083|21589992|21589992|22064859|22064859|24388755|24388755|24086155|24086155|17085592|17085592|22445173|22445173|16373483|16373483|22722852|22722852|22961379|22961379|18852463|18852463|25313066|25313066|16936726|16936726
reactome:R-HSA-8963809	uniprotkb:Q9UL18	physical association	reactome:R-HSA-2106620	24243840
uniprotkb:Q9UL18	reactome:R-ALL-426472	physical association	reactome:R-HSA-2106607	24243840
reactome:R-HSA-8963816	uniprotkb:Q9UL18	physical association	reactome:R-HSA-2106629	24243840
uniprotkb:Q9UL18	reactome:R-HSA-8963811	physical association	reactome:R-HSA-5578727	24243840
uniprotkb:Q9UL18	reactome:R-ALL-426446	physical association	reactome:R-HSA-2106624	24243840
reactome:R-ALL-9023914	uniprotkb:Q9UKV8	physical association	reactome:R-HSA-9023915	15284456|18842624|22106413|17531811|19966796|16271386|21552258|18782830|17932509|19401777
uniprotkb:Q9UKV8	reactome:R-HSA-8963809	physical association	reactome:R-HSA-2106619	24243840
uniprotkb:Q9UKV8	reactome:R-ALL-426472	physical association	reactome:R-HSA-2106605	24243840
uniprotkb:Q9UKV8	reactome:R-HSA-9820890	physical association	reactome:R-HSA-9820885	24243840
reactome:R-HSA-8963816	uniprotkb:Q9UKV8	physical association	reactome:R-HSA-2106621	24243840
uniprotkb:Q9UKV8	reactome:R-HSA-8963811	physical association	reactome:R-HSA-5578695	19167051|24388755|9214382|24596094|18842624|23882114|15643423|22064859|23150874
uniprotkb:Q9UKV8	reactome:R-ALL-426446	physical association	reactome:R-HSA-2106601	15284456|18842624|22106413|17531811|19966796|16271386|21552258|18782830|17932509|19401777
uniprotkb:Q9H9G7	reactome:R-HSA-8963809	physical association	reactome:R-HSA-2106606	24243840
uniprotkb:Q9H9G7	reactome:R-ALL-426472	physical association	reactome:R-HSA-2106618	24243840
reactome:R-HSA-8963816	uniprotkb:Q9H9G7	physical association	reactome:R-HSA-2106613	24243840
uniprotkb:Q9H9G7	reactome:R-ALL-426446	physical association	reactome:R-HSA-2106622	24243840
reactome:R-HSA-8963809	uniprotkb:Q9HCK5	physical association	reactome:R-HSA-2106602	24243840
reactome:R-ALL-426472	uniprotkb:Q9HCK5	physical association	reactome:R-HSA-2106600	24243840
reactome:R-HSA-8963816	uniprotkb:Q9HCK5	physical association	reactome:R-HSA-2106626	24243840
reactome:R-ALL-426446	uniprotkb:Q9HCK5	physical association	reactome:R-HSA-2106627	24243840
ChEBI:57692	uniprotkb:O00116	physical association	reactome:R-HSA-390407	24243840
uniprotkb:Q14118	uniprotkb:O00468	physical association	reactome:R-HSA-2467717	24243840
uniprotkb:P05067	uniprotkb:O00468	physical association	reactome:R-HSA-2467662	10339611|10673326
uniprotkb:O75096	uniprotkb:O00468	physical association	reactome:R-HSA-2467620	24243840
uniprotkb:Q13332	uniprotkb:O00468	physical association	reactome:R-HSA-2467657	24243840
uniprotkb:P30556	uniprotkb:P01019	physical association	reactome:R-HSA-389876	1567413
uniprotkb:P01019	uniprotkb:P50052	physical association	reactome:R-HSA-389873	8185599
uniprotkb:P23526	ChEBI:57540	physical association	reactome:R-HSA-9638053	24243840
uniprotkb:P23526	ChEBI:57540	physical association	reactome:R-HSA-9638054	24243840
uniprotkb:P23526	ChEBI:57540	physical association	reactome:R-HSA-174357	24243840
uniprotkb:P23526	ChEBI:57540	physical association	reactome:R-HSA-174358	24243840
ChEBI:57540	uniprotkb:O43865	physical association	reactome:R-HSA-5226942	24243840
uniprotkb:Q14573	uniprotkb:O43865	physical association	reactome:R-HSA-5226920	11904675|16754674
uniprotkb:O00170	uniprotkb:P08238	physical association	reactome:R-HSA-8936844	24243840
uniprotkb:Q15185	uniprotkb:O00170	physical association	reactome:R-HSA-8937181	24243840
ChEBI:28119	uniprotkb:P35869	physical association	reactome:R-HSA-8937150	10409767
uniprotkb:P08238	ChEBI:28119	physical association	reactome:R-HSA-8936846	18540824|12573486|11274138|22759865|7961644|9447995
ChEBI:28119	uniprotkb:P08238	physical association	reactome:R-HSA-8937154	11259606|18540824
uniprotkb:P35869	uniprotkb:P27540	physical association	reactome:R-HSA-8937203	10409767
uniprotkb:P27540	uniprotkb:A9YTQ3	physical association	reactome:R-HSA-8936835	18000031|17980155|18848529
uniprotkb:P51787	uniprotkb:Q9Y6J6	physical association	reactome:R-HSA-5577100	24591645
uniprotkb:P31749	reactome:R-ALL-9616958	physical association	reactome:R-HSA-2400006	19644473|14617782|22025163|20489726
ChEBI:58456	uniprotkb:P31749	physical association	reactome:R-HSA-2219527	18954143|17611497
ChEBI:57836	uniprotkb:P31751	physical association	reactome:R-HSA-109696	12791994|8645147|11598301|9445477|9679957
uniprotkb:Q96RU7	uniprotkb:P31751	physical association	reactome:R-HSA-162401	24243840
uniprotkb:P31749	ChEBI:57836	physical association	reactome:R-HSA-2317329	12167717
uniprotkb:P31749	uniprotkb:Q96RU7	physical association	reactome:R-HSA-199453	12791994|11598301
reactome:R-HSA-2466373	uniprotkb:Q86YN6	physical association	reactome:R-HSA-2466384	24243840
ChEBI:60344	uniprotkb:P13196	physical association	reactome:R-HSA-9838300	27496948
ChEBI:60344	uniprotkb:P02768	physical association	reactome:R-HSA-9661451	36979511|20705604
uniprotkb:Q96F25	uniprotkb:Q9NP73	physical association	reactome:R-HSA-449326	24243840
uniprotkb:Q96F25	uniprotkb:Q9NP73	physical association	reactome:R-HSA-5633244	24243840
uniprotkb:Q9UM73	uniprotkb:Q6UX46	physical association	reactome:R-HSA-9842608	30061385|34646012|30061385|34646012|30061385|34646012|30061385|34646012|30061385|34646012|30061385|34646012|26418745|26418745|30061385|30061385|34819673|34819673|26630010|26630010|34646012|34646012|25331893|25331893
uniprotkb:P62993	uniprotkb:P29353	physical association	reactome:R-HSA-9724097	27573755|11943732|10706082|8633037|24060861
uniprotkb:P06748	uniprotkb:O43559	physical association	reactome:R-HSA-9711938	19459784|17086210|19456272|20454865|18452557
ChEBI:57836	uniprotkb:P19174	physical association	reactome:R-HSA-9712072	19459784|18097461|9819383
uniprotkb:P06748	uniprotkb:Q8WU20	physical association	reactome:R-HSA-9712069	19459784|17086210|19456272|18452557
uniprotkb:Q6NS38	ChEBI:29033	physical association	reactome:R-HSA-5656464	12486230|12486230|12486230
ChEBI:29033	reactome:R-HSA-5657646	physical association	reactome:R-HSA-5657636	12486230|12486230|12486230|12594517|20714506|12486230
ChEBI:29033	reactome:R-HSA-5657602	physical association	reactome:R-HSA-5657616	12594517|20714506|12486230
ChEBI:29033	reactome:R-HSA-5657603	physical association	reactome:R-HSA-5657613	12594517|20714506|12486230
uniprotkb:Q96Q83	ChEBI:29033	physical association	reactome:R-HSA-5656466	24243840
uniprotkb:Q8N3C0	ChEBI:29033	physical association	reactome:R-HSA-5656407	22055184|22055184|22055184|22055184|22055184|22055184|12486230|12486230|12226667|12594517|22055184|12486230
reactome:R-HSA-5657646	uniprotkb:Q8N3C0	physical association	reactome:R-HSA-5657647	20714506|22055184|16858410|12486230
reactome:R-HSA-5657602	uniprotkb:Q9H1I8	physical association	reactome:R-HSA-5657653	20714506|22055184|16858410|12486230
reactome:R-HSA-5657603	uniprotkb:Q8N3C0	physical association	reactome:R-HSA-5657618	20714506|22055184|16858410|12486230
ChEBI:29033	uniprotkb:Q6P6C2	physical association	reactome:R-HSA-8857702	24243840
uniprotkb:Q96BT7	ChEBI:29033	physical association	reactome:R-HSA-6786518	22065580
uniprotkb:P18054	ChEBI:29033	physical association	reactome:R-HSA-2142793	24243840
uniprotkb:O75342	ChEBI:29033	physical association	reactome:R-HSA-2142822	24243840
uniprotkb:P16050	ChEBI:29033	physical association	reactome:R-HSA-2142744	24243840
uniprotkb:O15296	ChEBI:29033	physical association	reactome:R-HSA-2142760	24243840
